id,lclas,mlsfc,id_poi,poi_nm,branch_nm,sub_nm,mcate_cd,mcate_nm,pnu,sido_nm,sgg_nm,bemd_nm,ri_nm,beonji,badm_cd,hadm_cd,rd_cd,rd_nm,bld_num,x,y,grid_cd,lst_updt_dt,data_orgn,FILE_NAME,base_ymd
KC497PP19N000001,장소,문화시설,10081284,CGV,북포항점,,100208,CGV,4711310700102350004,경상북도,포항시 북구,덕산동,,235-4,4711310700,4711352000,471133303017,서동로,93,129.368198603295,36.0407075146946,마마682842,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000002,장소,문화시설,10210261,CGV,김해점,,100208,CGV,4825010800111310004,경상남도,김해시,내동,,1131-4,4825010800,4825054000,482503335013,내외중앙로,137,128.868604494345,35.2422043415493,마라245949,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000003,장소,문화시설,10253565,메가박스,제천점,,100212,메가박스,4315010400111450000,충청북도,제천시,남천동,,1145,4315010400,4315053700,431504517810,의병대로18길,1,128.212340736983,37.1352931044443,라사632043,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000004,장소,문화시설,10253568,제물포극장,,,100202,일반극장/영화관,2817710100100530006,인천광역시,미추홀구,숭의동,,53-6,2817710100,2817753000,281773151011,수봉로,3,126.656531191156,37.4658077284874,다사254410,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000005,장소,문화시설,10253586,국도복합영화관,,,100202,일반극장/영화관,4513011700100120001,전라북도,군산시,개복동,,12-1,4513011700,4513053000,451303268070,아리랑로,9,126.714745318718,35.984540682615,다마292767,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000006,장소,문화시설,10253597,예당시네마,,,100202,일반극장/영화관,4721010100103770018,경상북도,영주시,영주동,,377-18,4721010100,4721055000,472104727058,구성로350번길,24,128.624235250233,36.8238465660717,마바002701,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000007,장소,문화시설,10253603,안동극장,,,100202,일반극장/영화관,4717010200101830003,경상북도,안동시,서부동,,183-3,4717010200,4717051000,471704721470,번영길,27,128.72863384491,36.5655503961351,마바099415,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000008,장소,문화시설,10253615,가고파극장,,,100202,일반극장/영화관,2711014800100090001,대구광역시,중구,동성로1가,,9-1,2711014800,2711056500,271103141006,동성로,76,128.595990946348,35.8734907165567,라마989646,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000009,장소,문화시설,10253621,아카데미극장,,,100202,일반극장/영화관,4213010200103490003,강원도,원주시,평원동,,349-3,4213010200,4213051500,421303219056,평원로,20,127.953534845472,37.3487298789114,라사401278,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000010,장소,문화시설,10253622,선사시네마,,,100202,일반극장/영화관,3017011300102510000,대전광역시,서구,월평동,,251,3017011300,3017058700,301704298182,대덕대로317번길,26,127.377913138174,36.3613109611671,다바890182,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000011,장소,문화시설,10253623,석계극장,,,100202,일반극장/영화관,1135010200100460001,서울특별시,노원구,월계동,,46-1,1135010200,1135056000,113503005046,화랑로,337,127.065205247521,37.6151912034465,다사616573,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000012,장소,문화시설,10253628,옥포극장,,,100202,일반극장/영화관,4831010600116700000,경상남도,거제시,옥포동,,1670,4831010600,4831055000,483104811304,서간도길,78,128.687604901306,34.890508112479,마라085557,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000013,장소,문화시설,10253630,아리랑시네센터,,,100202,일반극장/영화관,1129013300101130032,서울특별시,성북구,정릉동,,113-32,1129013300,1129062000,112903107009,아리랑로,82,127.013898843533,37.6003048168837,다사570557,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000014,장소,문화시설,10253632,동보극장,,,100202,일반극장/영화관,2623010300101650002,부산광역시,부산진구,부전동,,165-2,2623010300,2623052000,262302000010,중앙대로,704,129.059529829298,35.1555124369726,마라420855,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000015,장소,문화시설,10253636,다모아극장,,,100202,일반극장/영화관,3011012000100610001,대전광역시,동구,중동,,61-1,3011012000,3011051500,301103164027,태전로,5,127.430773164546,36.3311702859938,다바937148,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000016,장소,문화시설,10253648,명성극장,,,100202,일반극장/영화관,4725010700100010004,경상북도,상주시,남성동,,1-4,4725010700,4725052000,472503311074,왕산로,219-13,128.162146685808,36.4151351209179,라바593243,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000017,장소,문화시설,10253651,명보극장,,,100202,일반극장/영화관,4418010100104160004,충청남도,보령시,대천동,,416-4,4418010100,4418052500,441803252052,중앙로,125,126.59061318222,36.3520297356772,다바184175,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000018,장소,문화시설,10253656,경동극장,,,100202,일반극장/영화관,4812710600100840035,경상남도,창원시 마산회원구,합성동,,84-35,4812710600,4812758000,481272019003,3.15대로,761,128.583228888487,35.2398062756121,라라985943,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000019,장소,문화시설,10253665,시네마월드,,,100202,일반극장/영화관,4613012800100850023,전라남도,여수시,학동,,85-23,4613012800,4613078000,461303282023,선소로,69,127.667191093732,34.7589886411039,라라153405,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000020,장소,문화시설,10253674,세종극장,,,100202,일반극장/영화관,4113310100141630000,경기도,성남시 중원구,성남동,,4163,4113310100,4113351000,411334337265,성남대로1147번길,3,127.128558647569,37.432020818919,다사671370,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000021,장소,문화시설,10253683,낙원극장,,,100202,일반극장/영화관,1111013700101950001,서울특별시,종로구,낙원동,,195-1,1111013700,1111061500,111104100196,돈화문로5길,34-3,126.990010460721,37.5708516397987,다사549525,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000022,장소,문화시설,10253687,귀빈극장,,,100202,일반극장/영화관,4729011700103630004,경상북도,경산시,중방동,,363-4,4729011700,4729051000,472904739664,중앙로14길,4,128.734195552748,35.8220304112256,마마114590,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000023,장소,문화시설,10253692,대백예술극장,,,100202,일반극장/영화관,2711015700102140000,대구광역시,중구,대봉동,,214,2711015700,2711068000,271103141013,명덕로,333,128.606429548713,35.8558036565341,라마999627,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000024,장소,문화시설,10253694,국도극장,,,100202,일반극장/영화관,4115010100101700021,경기도,의정부시,의정부동,,170-21,4115010100,4115051000,411504343198,시민로131번길,16,127.050112785516,37.7387139836634,다사603711,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000025,장소,문화시설,10253696,바다극장,,,100202,일반극장/영화관,1111015800102220000,서울특별시,종로구,예지동,,222,1111015800,1111061500,111103100021,청계천로,187,126.998486837289,37.5693543116365,다사557523,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000026,장소,문화시설,10253697,밀양시네마,,,100202,일반극장/영화관,4827010200115650016,경상남도,밀양시,내이동,,1565-16,4827010200,4827052000,482703336022,백민로,75-1,128.746202194365,35.499291325856,마마130233,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000027,장소,문화시설,10253702,문화극장,,,100202,일반극장/영화관,4125010300106160002,경기도,동두천시,생연동,,616-2,4125010300,4125051000,412503189004,동광로,66,127.055788460614,37.9083698623222,다사609899,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000028,장소,문화시설,10253714,동화극장,,,100202,일반극장/영화관,3011010200100290004,대전광역시,동구,인동,,29-4,3011010200,3011054500,301103164006,대전천동로,462,127.435566166082,36.323205112345,다바942139,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000029,장소,문화시설,10253716,동원극장,,,100202,일반극장/영화관,4480025021103240001,충청남도,홍성군,홍성읍,오관리,324-1,4480025021,4480025000,448003262019,조양로,180-9,126.669628283525,36.6002508203422,다바257450,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000030,장소,문화시설,10253717,동성아트홀,,,100202,일반극장/영화관,2711014800100220002,대구광역시,중구,동성로1가,,22-2,2711014800,2711056500,271103141006,동성로,69,128.595622809849,35.8729242882048,라마989645,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000031,장소,문화시설,10253721,창원시네마,,,100202,일반극장/영화관,4812312500100960001,경상남도,창원시 성산구,중앙동,,96-1,4812312500,4812352000,481232327003,중앙대로,95,128.678911395655,35.2236211927949,마라072926,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000032,장소,문화시설,10253727,중앙극장,,,100202,일반극장/영화관,4150010100101630000,경기도,이천시,창전동,,163,4150010100,4150051000,415003207041,영창로,202,127.44505008995,37.2807880869213,다사951202,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000033,장소,문화시설,10253728,중앙극장,,,100202,일반극장/영화관,4812913100100200000,경상남도,창원시 진해구,화천동,,20,4812913100,4812953000,481293331061,중원로,83-1,128.659536969753,35.1517291594221,마라056846,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000034,장소,문화시설,10253729,중앙극장,,,100202,일반극장/영화관,4311110300101050003,충청북도,청주시 상당구,북문로2가,,105-3,4311110300,4311152500,,,,127.488573762913,36.6395823060584,다바989490,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000035,장소,문화시설,10253737,피카디리극장,,,100202,일반극장/영화관,2611013900100010001,부산광역시,중구,남포동4가,,1-1,2611013900,2611058000,261104175026,구덕로34번길,4,129.032211508066,35.0981411871826,마라396791,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000036,장소,문화시설,10260111,CGV,목동점,,100208,CGV,1147010200109160000,서울특별시,양천구,목동,,916,1147010200,1147051000,114703114001,목동동로,257,126.874988241218,37.526556416279,다사447476,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000037,장소,문화시설,10300893,탐라극장,,,100202,일반극장/영화관,5011010200108850004,제주특별자치도,제주시,일도이동,,885-4,5011010200,5011052000,501103349113,신산로,82,126.534255866327,33.5057665358272,다다103019,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000038,장소,문화시설,10589529,롯데시네마,강동점,,100209,롯데시네마,1174010800100440001,서울특별시,강동구,성내동,,44-1,1174010800,1174065000,117404172415,천호옛길,85,127.125331465269,37.5366452959371,다사668486,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000039,장소,문화시설,10592764,CGV,창원더시티점,,100208,CGV,4812112300101210000,경상남도,창원시 의창구,대원동,,121,4812112300,4812152000,481212327001,원이대로,320,128.653086005849,35.2405454962227,마라049945,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000040,장소,문화시설,10600498,메가박스,영통점,,100212,메가박스,4111710500109600001,경기도,수원시 영통구,영통동,,960-1,4111710500,4111758500,411173177007,봉영로,1579,127.071895351914,37.2529945881488,다사620172,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000041,장소,문화시설,10606792,구미자동차극장,,,100207,자동차전용극장,4719025331104910078,경상북도,구미시,고아읍,원호리,491-78,4719025331,4719025300,,,,128.323741354334,36.1639584326692,라마740966,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000042,장소,문화시설,10805267,롯데시네마,동성로점,,100209,롯데시네마,2711012100100190001,대구광역시,중구,문화동,,19-1,2711012100,2711056500,271104223084,동성로2길,95,128.596923568007,35.8702234192079,라마990642,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000043,장소,문화시설,11176917,CGV,압구정점,,100208,CGV,1168010700106020000,서울특별시,강남구,신사동,,602,1168010700,1168054500,116804166516,압구정로30길,45,127.029404248136,37.5243573302204,다사584473,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000044,장소,문화시설,11177160,CGV,왕십리점,,100208,CGV,1120010700101680151,서울특별시,성동구,행당동,,168-151,1120010700,1120056000,112003103005,왕십리광장로,17,127.038155054278,37.5619387925982,다사592514,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000045,장소,문화시설,11181509,메카DVD앤VIDEO,,,92005,비디오/DVD감상실,1121510700100070001,서울특별시,광진구,화양동,,7-1,1121510700,1121571000,112154112320,아차산로33길,7,127.069947472457,37.5407315337854,다사620491,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000046,장소,문화시설,11183720,CGV,센텀시티점,,100208,CGV,2635010500114950000,부산광역시,해운대구,우동,,1495,2635010500,2635052000,263502133001,센텀남대로,35,129.129299254698,35.1688116184882,마라483871,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000047,장소,문화시설,11247219,영화속으로,,,92005,비디오/DVD감상실,1121510700100050106,서울특별시,광진구,화양동,,5-106,1121510700,1121571000,112153104007,능동로,111,127.070956451395,37.5411149443979,다사620491,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000048,장소,문화시설,11250298,롯데시네마,동래점,,100209,롯데시네마,2626010800105020003,부산광역시,동래구,온천동,,502-3,2626010800,2626056000,262602000010,중앙대로,1393,129.077520979531,35.2110736082213,마라435917,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000049,장소,문화시설,11255811,롯데시네마,청주점,,100209,롯데시네마,4311110200100900001,충청북도,청주시 상당구,북문로1가,,90-1,4311110200,4311154500,431113236031,성안로,13,127.489468181712,36.6358095291004,다바990486,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000050,장소,문화시설,11258153,CGV,평택점,,100208,CGV,4122011300101850579,경기도,평택시,평택동,,185-579,4122011300,4122059000,412203188122,평택로,51,127.085777913263,36.9909897885866,다바631881,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000051,장소,문화시설,11272350,CGV,송파점,,100208,CGV,1171010800106340000,서울특별시,송파구,문정동,,634,1171010800,1171064200,117103123017,충민로,66,127.125820406777,37.4771030551526,다사669420,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000052,장소,문화시설,11282061,CGV,원주점,,100208,CGV,4213011000108770001,강원도,원주시,단계동,,877-1,4213011000,4213059000,421302219001,서원대로,171,127.930741818587,37.3450526944001,라사381274,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000053,장소,문화시설,11282700,메가박스,원주점,,100212,메가박스,4213011000108730000,강원도,원주시,단계동,,873,4213011000,4213059000,421302219001,서원대로,165-3,127.929761356952,37.3450279567981,라사380274,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000054,장소,문화시설,11285204,CGV,성신여대입구점,,100208,CGV,1129011600100010002,서울특별시,성북구,동선동1가,,1-2,1129011600,1129057500,112903107003,동소문로,106,127.016950485985,37.5925838179695,다사573549,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000055,장소,문화시설,11297750,떼아뜨로중구,,,100202,일반극장/영화관,2711011400100530003,대구광역시,중구,종로2가,,53-3,2711011400,2711057500,271103141010,종로,30,128.591949051635,35.868495369498,라마985640,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000056,장소,문화시설,11367974,롯데시네마,신림점,,100209,롯데시네마,1162010200116410002,서울특별시,관악구,신림동,,1641-2,1162010200,1162064500,116203120005,신림로,330,126.930297090858,37.4840482586797,다사496429,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000057,장소,문화시설,11368077,KT&G상상마당시네마,,,100202,일반극장/영화관,1144012000103670005,서울특별시,마포구,서교동,,367-5,1144012000,1144066000,114403113015,어울마당로,65,126.921083803648,37.5509834802688,다사488503,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000058,장소,문화시설,11368096,시네마테크KOFA,,,100202,일반극장/영화관,1144012700116020000,서울특별시,마포구,상암동,,1602,1144012700,1144074000,114404139549,월드컵북로,400,126.88995632059,37.5803876667156,다사461536,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000059,장소,문화시설,11368113,아트하우스모모,,,100202,일반극장/영화관,1141011200100110001,서울특별시,서대문구,대현동,,11-1,1141011200,1141058500,114104136322,이화여대길,52,126.946802859647,37.5614260333939,다사511514,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000060,장소,문화시설,11368117,필름포럼,,,100202,일반극장/영화관,1141011300100850001,서울특별시,서대문구,대신동,,85-1,1141011300,1141058500,114103005060,성산로,527,126.94408302652,37.5637606335477,다사509517,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000061,장소,문화시설,11368149,실버영화관,,,100202,일반극장/영화관,1111013700102840006,서울특별시,종로구,낙원동,,284-6,1111013700,1111061500,111102100001,삼일대로,428,126.988013551189,37.5727570953687,다사547527,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000062,장소,문화시설,11368156,메가박스,동대문점,,100212,메가박스,1114014800100180021,서울특별시,중구,을지로6가,,18-21,1114014800,1114059000,111403101021,장충단로,247,127.007331233948,37.5664645163238,다사564520,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000063,장소,문화시설,11368208,CGV,김포점,,100208,CGV,4157010600109280000,경기도,김포시,사우동,,928,4157010600,4157054000,415703209060,사우중로,52,126.719362491668,37.6194066613313,다사311580,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000064,장소,문화시설,11368212,롯데시네마,성남신흥점,,100209,롯데시네마,4113110100124630004,경기도,성남시 수정구,신흥동,,2463-4,4113110100,4113152000,411312179002,산성대로,331,127.1529712273,37.443561992246,다사693383,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000065,장소,문화시설,11368243,월드시네마,,,100202,일반극장/영화관,4167010200102730000,경기도,여주시,홍문동,,273,4167010200,4167051000,416704442242,세종로79번길,8,127.635982906081,37.2903264191374,라사120212,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000066,장소,문화시설,11368297,메가박스,남원점,,100212,메가박스,4519010400100820001,전라북도,남원시,쌍교동,,82-1,4519010400,4519052000,451903271036,향단로,26,127.383307077563,35.4054712209796,다마894122,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000067,장소,문화시설,11369019,롯데시네마,프리미엄칠곡점,,100209,롯데시네마,2723012300107690001,대구광역시,북구,구암동,,769-1,2723012300,2723074500,272303145052,학정로,422,128.563895046343,35.9421770736364,라마959722,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000068,장소,문화시설,11369034,시네세븐,,,100202,일반극장/영화관,4831010900109610057,경상남도,거제시,고현동,,961-57,4831010900,4831058000,483104811060,고현로11길,20,128.624715453242,34.8893052581659,마라027555,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000069,장소,문화시설,11375150,CGV,영등포점,,100208,CGV,1156010500104420000,서울특별시,영등포구,영등포동4가,,442,1156010500,1156053500,115603118024,영중로,15,126.902713456021,37.5168438025986,다사472465,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000070,장소,문화시설,11400637,시네마하우스,중앙점,,92005,비디오/DVD감상실,4812312500100800001,경상남도,창원시 성산구,중앙동,,80-1,4812312500,4812352000,481234784199,용지로113번길,17-1,128.677456150229,35.2270811793507,마라071930,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000071,장소,문화시설,11401057,리턴휴,,,92005,비디오/DVD감상실,4812312700100110007,경상남도,창원시 성산구,상남동,,11-7,4812312700,4812353000,481234784079,마디미로21번길,3,128.684906204377,35.2224594932252,마라078925,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000072,장소,문화시설,11405660,메가박스,상봉점,,100212,메가박스,1126010200101300003,서울특별시,중랑구,상봉동,,130-3,1126010200,1126059000,112604118146,망우로30길,3,127.074718771162,37.59317439376,다사624549,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000073,장소,문화시설,11407724,알리바이,서교점,,92005,비디오/DVD감상실,4613011300103250000,전라남도,여수시,서교동,,325,4613011300,4613063500,461303282069,좌수영로,17-1,127.727686572816,34.7419951878452,라라208386,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000074,장소,문화시설,13654501,양평시네마,,,100202,일반극장/영화관,4183025021104220002,경기도,양평군,양평읍,양근리,422-2,4183025021,4183025000,418303217015,양근로,167,127.489085468985,37.491154181213,다사990435,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000075,장소,문화시설,13661232,롯데시네마,동해점,,100209,롯데시네마,4217010100108630000,강원도,동해시,천곡동,,863,4217010100,4217051000,421703221045,한섬로,111-7,129.11537673361,37.5222553833022,마사427482,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000076,장소,문화시설,13675367,CGV,강릉점,,100208,CGV,4215010900101890000,강원도,강릉시,옥천동,,189,4215010900,4215054000,421503000145,경강로,2120,128.89885753344,37.7559382632968,마사232738,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000077,장소,문화시설,13720519,롯데시네마,경주점,,100209,롯데시네마,4713010600100730002,경상북도,경주시,노동동,,73-2,4713010600,4713051500,471303305007,계림로,83,129.213223846732,35.8416227788044,마마547619,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000078,장소,문화시설,13916154,세민극장,,,100202,일반극장/영화관,4117310200117620008,경기도,안양시 동안구,관양동,,1762-8,4117310200,4117355000,,,,126.959280231494,37.4101144979228,다사521346,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000079,장소,문화시설,13919485,롯데시네마,통영점,,100209,롯데시네마,4822011100109860000,경상남도,통영시,무전동,,986,4822011100,4822070000,482203333019,안개로,37,128.430299514825,34.8593601353869,라라850520,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000080,장소,문화시설,13946939,롯데시네마,율하점,,100209,롯데시네마,2714011800111170000,대구광역시,동구,율하동,,1117,2714011800,2714072000,271403142029,안심로,80,128.694088265547,35.8678857159369,마마078641,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000081,장소,문화시설,13947235,롯데시네마,청량리점,,100209,롯데시네마,1123010400105880001,서울특별시,동대문구,전농동,,588-1,1123010400,1123056000,112303105008,왕산로,214,127.049148555072,37.5807597104302,다사601535,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000082,장소,문화시설,13965727,동광극장,,,100202,일반극장/영화관,4125010300108280002,경기도,동두천시,생연동,,828-2,4125010300,4125053500,412503189004,동광로,33,127.052006229299,37.9088296091697,다사606899,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000083,장소,문화시설,13967680,폭스DVD영화관,,,92005,비디오/DVD감상실,4311210200104080001,충청북도,청주시 서원구,사창동,,408-1,4311210200,4311253000,431124512175,1순환로672번길,26,127.458553755716,36.6334505055329,다바962483,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000084,장소,문화시설,13967723,시네마천국DVD,,,92005,비디오/DVD감상실,4311210200104500000,충청북도,청주시 서원구,사창동,,450,4311210200,4311253000,431124512175,1순환로672번길,53,127.45740916335,36.6323957090025,다바961482,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000085,장소,문화시설,14024894,CGV,평촌점,,100208,CGV,4117310200116060000,경기도,안양시 동안구,관양동,,1606,4117310200,4117356600,411734349078,관평로170번길,33,126.962251325908,37.3929866726549,다사524327,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000086,장소,문화시설,14032347,DVD시네마,,,92005,비디오/DVD감상실,4136025621103920001,경기도,남양주시,화도읍,마석우리,392-1,4136025621,4136025600,413603197024,맷돌로,110-9,127.302535252166,37.6571846385624,다사825619,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000087,장소,문화시설,14032367,엔피아영화관,,,92005,비디오/DVD감상실,4136025621104420001,경기도,남양주시,화도읍,마석우리,442-1,4136025621,4136025600,413603197021,마석로,114,127.303414600709,37.6604843843955,다사826623,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000088,장소,문화시설,14039518,CGV,인천논현점,,100208,CGV,2820011000106460002,인천광역시,남동구,논현동,,646-2,2820011000,2820070000,282004259253,논현로26번길,34,126.708606745996,37.4022957794147,다사299339,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000089,장소,문화시설,14106181,서귀포관광극장,,,100202,일반극장/영화관,5013010100105190000,제주특별자치도,서귀포시,서귀동,,519,5013010100,5013052000,501303350238,이중섭로,25,126.564347777677,33.2458175072906,다나128731,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000090,장소,문화시설,14106543,롯데시네마,서면점,,100209,롯데시네마,2623010200106680001,부산광역시,부산진구,전포동,,668-1,2623010200,2623060000,262303129010,동천로,92,129.062743687391,35.1572347402311,마라423857,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000091,장소,문화시설,14108358,삼화비디오감상실,,,92005,비디오/DVD감상실,4687025023101310002,전라남도,영광군,영광읍,남천리,131-2,4687025023,4687025000,468703298049,신남로,236,126.507799068064,35.2755814112233,다라097982,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000092,장소,문화시설,14118336,한누리시네마,,,100202,일반극장/영화관,4574025027104720000,전라북도,장수군,장수읍,두산리,472,4574025027,4574025000,457403276041,한누리로,393,127.518325716731,35.6408340706477,라마016382,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000093,장소,문화시설,14120526,시네하우스극장,,,100202,일반극장/영화관,5011010100111500000,제주특별자치도,제주시,일도일동,,1150,5011010100,5011051000,501103349056,동문로,16,126.528333743594,33.5127818447383,다다097027,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000094,장소,문화시설,14124045,메가박스,킨텍스점,,100212,메가박스,4128710400126020000,경기도,고양시 일산서구,대화동,,2602,4128710400,4128758000,412873192096,호수로,817,126.75198699633,37.6679544223467,다사340634,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
KC497PP19N000095,장소,문화시설,14124778,CGV,명동역씨네라이브러리점,,100208,CGV,1114012500100650009,서울특별시,중구,충무로2가,,65-9,1114012500,1114055000,111403101011,퇴계로,123,126.985358252869,37.5612633802246,다사545514,20201231,KT,KC_497_DMSTC_MCST_THEART_2020,20201231
